啊	a/ā/è/á/ǎ/à
𨜿	xù
㜿	xù
壻	xù
䬄	xù
喣	xù
𡱣	xù
𨴎	xù
𥎗	xù
𤡶	xù
𩔼	xù
賉	xù
烼	xù
𩌮	xù
𦝳	xù
䦽	xù
𣨤	xù
𣢊	xù
𠹘	xù
𥇏	xù
𦯅	xù
殈	xù
䘏	xù
𨵮	xù
𧧓	xù
旭	xù
續	xù
𤭽	xù
𥎕	xù
慉	xù/chù
絮	xù/chù/nǜ/nà
旮	xù/gā
銊	xù/huì
𧹴	xù/huò
勖	xù/mào
肷	xù/qiǎn
卹	xù/sū
煦	xù/xiū
昫	xù/xiǒng
怴	xù/xuè
𤇳	xù/xuè
瞲	xù/xuè
洫	xù/yì
𥍟	xù/yì
䱛	xù/yì/huò
獝	xù/yù
𥄵	xù/yù
鱮	xù/yú
魣	xù/yú
藇	xù/yǔ/yú/yù/xū
𤲸	xù/zī
𧏺	xù/òu
賐	xùn
㢲	xùn
䭀	xùn
顨	xùn
讯	xùn
𩷰	xùn
䞊	xùn
鑂	xùn
卂	xùn
爋	xùn
狥	xùn
𩾄	xùn
𡿼	xùn
䛜	xùn
迿	xùn
噀	xùn
逊	xùn
巺	xùn
訙	xùn
殉	xùn
遜	xùn
伨	xùn
𠹀	xùn
鵕	xùn
𣹯	xùn
𩊻	xùn
𩠇	xùn
愻	xùn
𩾧	xùn
迅	xùn
𢏤	xùn
殾	xùn
𧥿	xùn
訊	xùn
徇	xùn
𪇑	xùn
𨺮	xùn
𧸩	xùn
𦫯	xùn
奞	xùn
汛	xùn
𠊫	xùn/qióng
梭	xùn/suō
蕈	xùn/tán
侚	xùn/xún
巽	xùn/zhuàn
稄	xùn/zè
𣆒	xú
𥅺	xú
𨌎	xú
徐	xú
䍱	xú
蒣	xú/shú
俆	xú/shū
樳	xún
潃	xún
揗	xún
𦳣	xún
攳	xún
㜄	xún
蟳	xún
鄩	xún
鱘	xún
槆	xún
循	xún
畃	xún
䙉	xún
𦅑	xún
紃	xún
𧾝	xún
𥳍	xún
䋸	xún
桪	xún
驯	xún
浔	xún
廵	xún
𣌨	xún
珣	xún
鲟	xún
荀	xún
峋	xún
偱	xún
璕	xún
𤛧	xún
馴	xún
询	xún
𤿟	xún
杊	xún
𧾠	xún
㡄	xún
㖊	xún
𦠅	xún
㽦	xún
𪀠	xún
㰬	xún
𥒘	xún
荨	xún
𦅀	xún
噚	xún
𣖼	xún
㵌	xún
𨀴	xún
鱏	xún
𥙣	xún
詢	xún
𨼔	xún
𤃺	xún
郇	xún/huán
𥾡	xún/jī
旬	xún/jūn
燖	xún/qián
燂	xún/qián/tán
灥	xún/quán/quàn
恂	xún/shùn
栒	xún/sǔn
㨚	xún/sǔn
䘩	xún/xuàn
𧾩	xún/xuàn
洵	xún/xuàn
𩖰	xún/xín
尋	xún/xín
寻	xún/xín
毥	xún/xùn
𪀽	xún/xīn
巡	xún/yán/shùn
潯	xún/yín
䖲	xún/zōng
鏭	xī
𤓚	xī
晳	xī
硒	xī
貕	xī
𢹍	xī
𡁱	xī
噏	xī
熻	xī
㪧	xī
琋	xī
𠬬	xī
䶋	xī
熹	xī
牺	xī
兮	xī
𢀊	xī
㗩	xī
緆	xī
豨	xī
𦩭	xī
𡩤	xī
𠴭	xī
㕧	xī
蒠	xī
鼷	xī
悉	xī
㕃	xī
稀	xī
𤓔	xī
䂀	xī
肹	xī
䖒	xī
𡳚	xī
凞	xī
奚	xī
焈	xī
𣅾	xī
𧯗	xī
䭒	xī
𦼗	xī
𠔍	xī
㛓	xī
焟	xī
雟	xī
𣤳	xī
觹	xī
譆	xī
𢗴	xī
𤃪	xī
唽	xī
𣤴	xī
隵	xī
嘻	xī
㜯	xī
㚀	xī
㺣	xī
俙	xī
僖	xī
希	xī
𩅖	xī
淅	xī
䙵	xī
覀	xī
烯	xī
吸	xī
𤶈	xī
𦙝	xī
欷	xī
𤶰	xī
𣨗	xī
𦠪	xī
㿽	xī
蠵	xī
𤠓	xī
蜥	xī
𥄖	xī
橀	xī
嶲	xī
餏	xī
𤢀	xī
𠘕	xī
繥	xī
𧿝	xī
㬛	xī
窸	xī
瘜	xī
𤮙	xī
𢋼	xī
睎	xī
㛫	xī
莃	xī
𢡁	xī
厀	xī
嵠	xī
翕	xī
䖷	xī
糦	xī
𢬾	xī
醯	xī
𠟊	xī
𤥒	xī
徆	xī
𢑧	xī
瞦	xī
𡻎	xī
晰	xī
熈	xī
桸	xī
𦜱	xī
𥄛	xī
𩒽	xī
觽	xī
𦮐	xī
𣢂	xī
㛭	xī
𨡂	xī
榽	xī
㱆	xī
㱤	xī
𨋦	xī
爔	xī
𥰝	xī
巇	xī
䐖	xī
𥈻	xī
锡	xī
𡘡	xī
𣢑	xī
鵗	xī
釸	xī
粞	xī
㮩	xī
𤄬	xī
浠	xī
𡗞	xī
𤡡	xī
𪃼	xī
𢜣	xī
𤳥	xī
卥	xī
𩾼	xī
赥	xī
㰿	xī
𤲺	xī
屖	xī
𠶨	xī
豀	xī
䏩	xī
𨻁	xī
縘	xī
𠆱	xī
𦐠	xī
𩗱	xī
𤬕	xī
樨	xī
𤬘	xī
怸	xī
𨳛	xī
皙	xī
晞	xī
𩗊	xī
惜	xī
𣢎	xī
熄	xī
熺	xī
𣟵	xī
䒊	xī
蟋	xī
燨	xī
鄎	xī
㲸	xī
㶉	xī
煕	xī
膝	xī
豯	xī
𠔃	xī
㯕	xī
𣢍	xī
𠺒	xī
酅	xī
羲	xī
𦤈	xī
汐	xī
㾷	xī
焁	xī
𣎮	xī
㗭	xī
䐅	xī
𣢁	xī
𥋟	xī
𡗳	xī
𧲘	xī
𨀙	xī
曦	xī
𧹨	xī
舾	xī
氥	xī
惁	xī
𧶖	xī
𩽨	xī
𤮆	xī
㴧	xī
𩭡	xī
𤹊	xī
𧻶	xī
𧀬	xī
穸	xī
捿	xī
𠨚	xī
悕	xī
𪄛	xī
𡏛	xī
饻	xī
嬆	xī
犀	xī
肸	xī/bì
𠩺	xī/chí
㓾	xī/chí
扱	xī/chā/qì
郗	xī/chī
昔	xī/cuò
螅	xī/cì
鑴	xī/huī
𧈼	xī/jí
谿	xī/jī
忚	xī/liě
腊	xī/là
卤	xī/lǔ
𤷡	xī/nüè
咭	xī/qià/jī
𨵎	xī/qí
鸂	xī/qī
蹊	xī/qī
溪	xī/qī
螇	xī/qī
䳶	xī/qī/jī
歙	xī/shè/xié
狶	xī/shǐ
犧	xī/suō
析	xī/sī
𤺊	xī/sī
菥	xī/sī
錫	xī/tì
裼	xī/tì
虒	xī/tí/zhì/sī
𦞽	xī/wèi/jí
觿	xī/wéi
唏	xī/xiè
䁯	xī/xié
𧥤	xī/xiē
𠜗	xī/xì
㜎	xī/xì
傒	xī/xì
𢨟	xī/xì
矽	xī/xì
䛥	xī/xì/xīn
徯	xī/xí
嬉	xī/xǐ
潝	xī/yà
夕	xī/yì
㘊	xī/yì
焬	xī/yì
㴔	xī/yì/sè
熙	xī/yí
吚	xī/yī
扸	xī/zhé
䛊	xī/zhī
娭	xī/āi
欣	xīn
𨊳	xīn
𣃄	xīn
𡌜	xīn
𢗀	xīn
杺	xīn
𢠝	xīn
盺	xīn
新	xīn
嬜	xīn
𩿃	xīn
𩾽	xīn
𢭧	xīn
辛	xīn
俽	xīn
㭢	xīn
邤	xīn
䜣	xīn
妡	xīn
𣂜	xīn
𦁍	xīn
𣂗	xīn
炘	xīn
薪	xīn
𠑰	xīn
𦰸	xīn
惞	xīn
馨	xīn
𤙖	xīn
𤙣	xīn
锌	xīn
馫	xīn
𠷓	xīn
忻	xīn
歆	xīn
䅽	xīn/gǔ
噷	xīn/hēn/hm
廞	xīn/qiàn
㛙	xīn/qiè
鈊	xīn/qìn
心	xīn/xin
昕	xīn/xuān
芯	xīn/xìn
鑫	xīn/xùn
訢	xīn/xī/yín
鋅	xīn/zǐ
觲	xīng
𡃳	xīng
𦈒	xīng
䃏	xīng
騂	xīng
瑆	xīng
蛵	xīng
惺	xīng
鯹	xīng
𥠀	xīng
皨	xīng
𣨾	xīng
𤏽	xīng
𦩠	xīng
䗌	xīng
𧌚	xīng
𨞾	xīng
鍟	xīng
垶	xīng
觪	xīng
煋	xīng
骍	xīng
𤙡	xīng
𧛟	xīng
篂	xīng
腥	xīng
㙚	xīng
𦖤	xīng
䕟	xīng
𨌍	xīng
曐	xīng
㷣	xīng
星	xīng
𠬋	xīng/nián
猩	xīng/xing
𦂅	xīng/xǐ
鮏	xīng/zhēng
楈	xū
𧟬	xū
墟	xū
𨞣	xū
虛	xū
𣰃	xū
鬚	xū
譃	xū
魆	xū
𪙫	xū
旴	xū
㽳	xū
𧙆	xū
䱬	xū
㰭	xū
𣅤	xū
驉	xū
𩖕	xū
頊	xū
噓	xū
顼	xū
𤡣	xū
嬃	xū
䏏	xū
疞	xū
須	xū
𦲰	xū
𢨰	xū
𠧰	xū
𢖳	xū
𩓣	xū
𪆛	xū
须	xū
欨	xū
𩾊	xū
虚	xū
𨬗	xū
盱	xū
魖	xū
㥠	xū
𨼋	xū
媭	xū
𢄼	xū
𠾫	xū
𢩕	xū
𧆜	xū
𣚏	xū
𦪡	xū
縃	xū
𦄼	xū
𤚉	xū
裇	xū
𢨁	xū
𦘼	xū
䇓	xū
𨅑	xū
䈝	xū
歔	xū
𦈡	xū
幁	xū
谞	xū
虗	xū
𩑕	xū
諝	xū
𥈈	xū
𥳗	xū
𩒧	xū
𥕰	xū
𤟠	xū
𦰲	xū
𩒇	xū
蕦	xū
𦅏	xū
𦰰	xū
窢	xū
欻	xū/chuā
𩂉	xū/chēn
𧪮	xū/huá
砉	xū/huā/huò
𥮪	xū/jí
揟	xū/jū
晇	xū/kuā
𨂠	xū/lǚ
需	xū/nuò/rú/ruǎn
戌	xū/qu
繻	xū/rú
鑐	xū/rú/róu
嘘	xū/shī
蝑	xū/xiè
訏	xū/xǔ
胥	xū/xǔ
吁	xū/yù
曛	xūn
𡑎	xūn
勛	xūn
𦘶	xūn
薰	xūn
纁	xūn
臐	xūn
䠝	xūn
坃	xūn
燻	xūn
薫	xūn
𫄸	xūn
𤑕	xūn
塤	xūn
矄	xūn
勳	xūn
壦	xūn
䗼	xūn
獯	xūn
蘍	xūn
醺	xūn
埙	xūn
𧰣	xūn
𡺕	xūn
蔒	xūn
勋	xūn
𩪱	xūn
勲	xūn
焄	xūn/hūn
駨	xūn/xuàn
熏	xūn/xùn
壎	xūn/xùn
䵫	xūn/yù
躧	xǐ
葸	xǐ
𤟧	xǐ
璽	xǐ
䢄	xǐ
𩎉	xǐ
鈢	xǐ
𪖥	xǐ
葈	xǐ
縰	xǐ
𢊚	xǐ
𣯪	xǐ
漇	xǐ
𫍰	xǐ
屣	xǐ
壐	xǐ
𢒩	xǐ
𧣩	xǐ
蹝	xǐ
𦱓	xǐ
𤤱	xǐ
𠪙	xǐ
囍	xǐ
𨜐	xǐ
铣	xǐ
枲	xǐ
蟢	xǐ
𢒲	xǐ
𨞘	xǐ
玺	xǐ
𠉢	xǐ
𨮪	xǐ
𡅕	xǐ
蓰	xǐ
𧺨	xǐ
矖	xǐ/lí
纚	xǐ/lí/lǐ/sǎ
鉩	xǐ/niè
諰	xǐ/shāi/āi
徙	xǐ/sī
𤨐	xǐ/tāo
謑	xǐ/xià/xí
洗	xǐ/xiǎn
憘	xǐ/xī
鱚	xǐ/xī
禧	xǐ/xī
憙	xǐ/xī
暿	xǐ/xī
喜	xǐ/xī/chì
歖	xǐ/yǐ
𨓇	xǐn
伈	xǐn/lǐn
𢜫	xǐng
㨘	xǐng
䳙	xǐng
擤	xǐng
𥨕	xǐng
㝭	xǐng
醒	xǐng/chéng/jīng
睲	xǐng/xìng
箵	xǐng/xīng/shěng
暊	xǔ
䅡	xǔ
醑	xǔ
𨋾	xǔ
𦠷	xǔ
𩝔	xǔ
䔓	xǔ
㞰	xǔ
𩠋	xǔ
鄦	xǔ
𤸀	xǔ
珝	xǔ
𨍐	xǔ
䧁	xǔ
盨	xǔ
㑯	xǔ
詡	xǔ
𡹲	xǔ
冔	xǔ
㑔	xǔ
诩	xǔ
𩰠	xǔ
𥚩	xǔ
糈	xǔ
𧕼	xǔ
许	xǔ/hào
呴	xǔ/hǒu/hōu/gòu/gōu/gū
許	xǔ/hǔ
䋶	xǔ/xié
咻	xǔ/xiū/xiāo/xù
湑	xǔ/xù/xū
稰	xǔ/xū
姁	xǔ/xū
偦	xǔ/xū
栩	xǔ/yǔ
乛	ya
呀	ya/yā/xiā
軅	yan
欕	yan
樮	yan
熖	yan
奍	yang
羪	yang
礢	yang
亪	ye
爷	ye/yé
爺	ye/yé
萟	yi
匇	yi
籎	yi
椬	yi
辷	yi
畩	yi
鶍	yi
宜	yi/yí
粌	yin
攚	ying
軈	ying
灜	ying
珱	ying
愥	ying
灐	ying
縄	ying
蝇	ying/yíng
蠅	ying/yíng
怺	yong
砽	yong
牗	you
孧	you
蒏	you
友	you/yǒu
誘	yòu
诱	yòu
又	yòu
右	yòu
佑	yòu
幼	yòu/yào
游	yóu/liú
犹	yóu/yòu
铀	yóu
尤	yóu
邮	yóu
郵	yóu/chuí
猶	yóu/yáo
油	yóu/yòu
由	yóu/yāo
鈾	yóu/zhòu
忧	yōu/yòu
优	yōu/yóu
優	yōu
憂	yōu
悠	yōu
有	yǒu/yòu/wěi
澚	yu
荢	yu
挧	yu
鯲	yu
鈨	yuan
酛	yuan
抣	yun
繧	yun
禐	yuàn
䅈	yuàn
䬼	yuàn
䬇	yuàn
㤪	yuàn
肙	yuàn
褤	yuàn
㭇	yuàn
愿	yuàn
𢐄	yuàn
㥐	yuàn
𥭞	yuàn
𩕾	yuàn
𢕋	yuàn
𩘍	yuàn
𧙮	yuàn
噮	yuàn
衏	yuàn
裫	yuàn
妴	yuàn
𡈓	yuàn
院	yuàn
𢂱	yuàn
掾	yuàn/chuán
瑗	yuàn/huán
夗	yuàn/wǎn/wān/yuān
𩟁	yuàn/xuàn
怨	yuàn/yuan/yùn
傆	yuàn/yuán
褑	yuàn/yuán
媛	yuàn/yuán
䏍	yuàn/yuān
苑	yuàn/yuān/yù/yùn
願	yuàn/yuǎn
䖠	yuán
䳣	yuán
園	yuán
贠	yuán
䱲	yuán
騵	yuán
羱	yuán
邧	yuán
厡	yuán
薗	yuán
圎	yuán
𢆀	yuán
媴	yuán
蝯	yuán
𩍻	yuán
獂	yuán
𧳭	yuán
𢗯	yuán
元	yuán
笎	yuán
垣	yuán
轅	yuán
原	yuán
爰	yuán
塬	yuán
员	yuán
𢷻	yuán
鶰	yuán
𠩠	yuán
䦾	yuán
櫞	yuán
榬	yuán
沅	yuán
茒	yuán
𦍼	yuán
榞	yuán
㥳	yuán
缘	yuán
猨	yuán
圓	yuán
源	yuán
𩰵	yuán
螈	yuán
厵	yuán
𩉯	yuán
縁	yuán
㟶	yuán
湲	yuán
𨕗	yuán
邍	yuán
鼋	yuán
𧻚	yuán
橼	yuán
嫄	yuán
黿	yuán
円	yuán
𧉗	yuán
䲮	yuán
𪄁	yuán
䳒	yuán
鶢	yuán
辕	yuán
𧔞	yuán
𤬌	yuán
袁	yuán
猿	yuán
圆	yuán
𨸘	yuán
𦿂	yuán
𨻣	yuán
鎱	yuán
𪔅	yuán
貟	yuán
𠝳	yuán
𪕀	yuán
䬧	yuán
溒	yuán
援	yuán/huàn
圜	yuán/huán
蒝	yuán/huán
謜	yuán/quán
阮	yuán/ruǎn
蚖	yuán/wán
㹉	yuán/wán
园	yuán/wán
魭	yuán/wǎn
緣	yuán/yuàn
杬	yuán/yuàn
蝝	yuán/yuān
芫	yuán/yán
員	yuán/yún/yùn
築	yuán/zhú
𫐄	yuè
篗	yuè
𢦰	yuè
籥	yuè
䢁	yuè
岄	yuè
刖	yuè
𣌗	yuè
蘥	yuè
粤	yuè
戉	yuè
䆕	yuè
㜰	yuè
䆢	yuè
嶽	yuè
𪁑	yuè
𨷲	yuè
悦	yuè
抈	yuè
𨁑	yuè
𣎱	yuè
䥃	yuè
𩎙	yuè
𧅚	yuè
閲	yuè
𨒋	yuè
鈅	yuè
䟑	yuè
𠔠	yuè
䤦	yuè
礿	yuè
跀	yuè
嬳	yuè
𠨲	yuè
𨈋	yuè
𨿁	yuè
蚎	yuè
悅	yuè
㜧	yuè
阅	yuè
樾	yuè
𩱲	yuè
恱	yuè
鸙	yuè
钺	yuè
𨸀	yuè
𤓝	yuè
粵	yuè
𤑓	yuè
𠿋	yuè
𣨡	yuè
𨙄	yuè
𣻮	yuè
𣐋	yuè
𦤕	yuè
䢲	yuè
𨊸	yuè
𣦏	yuè
𧕋	yuè
㰛	yuè
䠯	yuè
𩱪	yuè
玥	yuè
籰	yuè
𥆟	yuè
籆	yuè
跃	yuè
𦣜	yuè
𩿠	yuè
𥸘	yuè
捳	yuè
爚	yuè
𩁯	yuè
軏	yuè
𩓥	yuè
𠯲	yuè
鉞	yuè
㹊	yuè
𡆦	yuè
䟠	yuè
䡇	yuè
䋤	yuè
𣤰	yuè
𥩡	yuè
𧇓	yuè
禴	yuè
閱	yuè
䶳	yuè
䋐	yuè
𧀲	yuè
𧹊	yuè
鸑	yuè
龠	yuè
𪒥	yuè
𦋩	yuè
岳	yuè
蚏	yuè
𨸎	yuè
𡛟	yuè
𠾲	yuè
𠪶	yuè
㬦	yuè
𡆽	yuè
𨳕	yuè
越	yuè/huó
𧤽	yuè/jiàn
妜	yuè/jué
𠩉	yuè/jú
䖃	yuè/lǎ
躍	yuè/tì
趯	yuè/tì/yào
月	yuè/yue/rù
瀹	yuè/yào
黦	yuè/yè
噦	yué/huì
鳶	yuān
㾓	yuān
𢏮	yuān
𪔗	yuān
鴛	yuān
渆	yuān
鼘	yuān
駌	yuān
眢	yuān
鸳	yuān
𩝸	yuān
渊	yuān
鸢	yuān
𪔙	yuān
葾	yuān
㠾	yuān
灁	yuān
𡷡	yuān
寃	yuān
淵	yuān
渕	yuān
剈	yuān
䥉	yuān
𡈒	yuān
鵷	yuān
𪀈	yuān
蒬	yuān
鹓	yuān
渁	yuān
䨊	yuān
嬽	yuān
𢱽	yuān
𨖳	yuān
冤	yuān
𣹠	yuān
棩	yuān
鼝	yuān
𡢊	yuān
𡣬	yuān
𨓯	yuān
囦	yuān
裷	yuān/gǔn
悁	yuān/juàn
𩛟	yuān/mán
𥿎	yuān/wǎn
惌	yuān/wǎn/yù
蜎	yuān/xuān
𨀮	yuān/xuān
蜵	yuān/yūn
䡝	yuān/yǔn
𢍈	yuān/zàng
曰	yuē
𢁞	yuē
彠	yuē
𡡕	yuē
曱	yuē
𧨄	yuē
𢾔	yuē
𩜌	yuē
彟	yuē
𠏃	yuē
矱	yuē
𪘳	yuē
约	yuē
𦚢	yuē
𩚈	yuē
箹	yuē/yào/chuò
約	yuē/yāo/yào/dì
𢯵	yuě
逺	yuǎn
𩌑	yuǎn
𩐘	yuǎn
䩩	yuǎn
𩔃	yuǎn
远	yuǎn
䛄	yuǎn
𡯱	yuǎn
𠒜	yuǎn
䛇	yuǎn
盶	yuǎn
遠	yuǎn/yuàn
鋺	yuǎn/yuān/wǎn/wān
䦪	yà
𠵣	yà
劜	yà
𡴭	yà
𨓴	yà
亜	yà
砑	yà
轧	yà
𡹄	yà
迓	yà
挜	yà
𢮊	yà
𩮝	yà
犽	yà
铔	yà
𪆰	yà
𦉟	yà
娅	yà
䅉	yà
襾	yà
𣉩	yà
亚	yà
𢛄	yà
聐	yà
訝	yà
氩	yà
𦉧	yà
𥏝	yà
𥒧	yà
𡇼	yà
圔	yà
𡸗	yà
揠	yà
𦜖	yà
𥐕	yà
𡶦	yà
𧈝	yà
𩨠	yà
圠	yà
䢝	yà
𢛟	yà
稏	yà
䰲	yà
𡷻	yà
讶	yà
䝟	yà
氬	yà
猰	yà/jiá/qiè
𠄮	yà/mǒ
穵	yà/wā
玡	yà/yá
俹	yà/yā
㰳	yà/yā
婭	yà/yā/yǎ
亞	yà/yā/è
窫	yà/yē
𠮜	yà/yīn
軋	yà/zhá/gá
齾	yà/è
姲	yàn
𨡣	yàn
牪	yàn
𨁍	yàn
暥	yàn
贋	yàn
雁	yàn
嚥	yàn
𩃀	yàn
𣡕	yàn
晏	yàn
釅	yàn
𩳢	yàn
驠	yàn
曕	yàn
𡚇	yàn
㬫	yàn
闫	yàn
谳	yàn
𪑈	yàn
覎	yàn
灎	yàn
艶	yàn
焔	yàn
䳺	yàn
酽	yàn
醼	yàn
𪁡	yàn
谚	yàn
𣄝	yàn
𤅊	yàn
𩜽	yàn
灧	yàn
䴏	yàn
彥	yàn
㰽	yàn
砚	yàn
硯	yàn
𨡎	yàn
豓	yàn
騐	yàn
𩒖	yàn
验	yàn
𦖧	yàn
赝	yàn
墕	yàn
葕	yàn
宴	yàn
艳	yàn
𩩶	yàn
𨶁	yàn
䞁	yàn
𨻂	yàn
𪙊	yàn
𢇈	yàn
嬊	yàn
焰	yàn
𤬝	yàn
曣	yàn
鬳	yàn
𦁏	yàn
䳛	yàn
讞	yàn
灔	yàn
燄	yàn
饜	yàn
㷼	yàn
豔	yàn
鴈	yàn
厌	yàn
讌	yàn
𢔂	yàn
𨴣	yàn
鷃	yàn
觃	yàn
𨪶	yàn
艷	yàn
唁	yàn
妟	yàn
𦑎	yàn
鷰	yàn
滟	yàn
𣃾	yàn
諺	yàn
偐	yàn
堰	yàn
觾	yàn
灩	yàn
㷳	yàn
驗	yàn
㷔	yàn
嬿	yàn
𧩅	yàn
鳫	yàn
騴	yàn
㦔	yàn
𩪴	yàn
餍	yàn
𤜵	yàn
䨄	yàn
䜩	yàn
溎	yàn/guì
敥	yàn/jiǎo
醶	yàn/liǎn/xiān/jiǎn
彦	yàn/pán
㢛	yàn/qiān
䂩	yàn/qìng
𩸞	yàn/qí
烻	yàn/shān
䢭	yàn/xiàn
爓	yàn/xún
椻	yàn/yà
䶫	yàn/yán
贗	yàn/yán
趼	yàn/yán/jiān/jiǎn
咽	yàn/yè/yān/yuān
焱	yàn/yì
厭	yàn/yā/yǎn/yān/yì
燕	yàn/yān
㛪	yàn/yān
䛳	yàn/yān
𨻳	yàn/yān
傿	yàn/yān/yìn
𢜰	yàn/yǎn
隁	yàn/yǎn
酀	yàn/yǎn
喭	yàn/yǎn
䳡	yàn/zhuī
鴳	yàn/ān/è
䭐	yàng
㿮	yàng
䵮	yàng
𡠘	yàng
𨎔	yàng
𨖌	yàng
漾	yàng
恙	yàng
𠍵	yàng
𣗹	yàng
𢟣	yàng
㺊	yàng
𧥴	yàng
様	yàng
㨾	yàng
羕	yàng
䬺	yàng
𡡂	yàng
𥥵	yàng
𢵇	yàng
詇	yàng
𧫛	yàng
𥠜	yàng
樣	yàng/xiàng
煬	yàng/yáng
样	yàng/yáng
怏	yàng/yāng
瀁	yàng/yǎng
𨋕	yàng/ǎng
𩑴	yào
㿑	yào
耀	yào
㔽	yào
𡶂	yào
讑	yào
㵸	yào
覞	yào
𠍩	yào
药	yào
靿	yào
𩳔	yào
𧇠	yào
𦤋	yào
熎	yào
𥁒	yào
詏	yào
袎	yào
曜	yào
𢺇	yào
𠟋	yào
𤂼	yào
𢅹	yào
𦇬	yào
𢝍	yào
𥬓	yào
鹞	yào
𥌺	yào
𤾫	yào
𩯛	yào
葯	yào
㿢	yào
𥃺	yào
㞁	yào
𧢢	yào
筄	yào
矅	yào
𤒝	yào
𠹑	yào
薬	yào
钥	yào
纅	yào/lì
𥪯	yào/qiáo
𤄶	yào/shuò
藥	yào/shuò/lüè
燿	yào/shuò/shào
𦡱	yào/shào
艞	yào/tiào
獟	yào/xiāo
鑰	yào/yuè
𪖐	yào/yà
鷂	yào/yáo
要	yào/yāo/yǎo
𥤹	yào/yǎo
窔	yào/yǎo
穾	yào/yǎo
伢	yá
笌	yá
瑘	yá
崖	yá
𪗹	yá
𧬬	yá
崕	yá
𤘅	yá
琊	yá
蚜	yá
厑	yá
𤘆	yá
䄰	yá
漄	yá
睚	yá
堐	yá
𨖭	yá
𧓪	yá
涯	yá
𩃐	yá
芽	yá
猚	yá/wèi
邪	yá/xié/yé/xú/shé
齖	yá/yà
牙	yá/yà
㧎	yá/yà/qiā
𪘲	yá/yí/yà/cī
衙	yá/yú/yù
厓	yá/ái
昖	yán
揅	yán
阎	yán
𡣽	yán
簷	yán
𥴿	yán
麣	yán
湺	yán
㝚	yán
嵓	yán
厳	yán
㿼	yán
狿	yán
𧎘	yán
㗴	yán
䂴	yán
𧴣	yán
詽	yán
𣼞	yán
巖	yán
郔	yán
䇾	yán
岩	yán
𤖝	yán
虤	yán
莚	yán
娫	yán
𤲩	yán
𢌨	yán
𠘥	yán
𩩄	yán
㘙	yán
筵	yán
𣭻	yán
妍	yán
𣡞	yán
䀽	yán
严	yán
𣥡	yán
巌	yán
𨷽	yán
𦌚	yán
娮	yán
䓂	yán
閆	yán
𦛣	yán
巗	yán
䢥	yán
壛	yán
𤯐	yán
𦫤	yán
䖗	yán
㳂	yán
𠰖	yán
䀋	yán
𧬌	yán
硏	yán
塩	yán
姸	yán
楌	yán
琂	yán
𧇱	yán
㿕	yán
壧	yán
碞	yán
𥤟	yán
𪂈	yán
𥶿	yán
䉷	yán
延	yán
㫟	yán
𨤎	yán
㶄	yán
讠	yán
𥕼	yán
𨡄	yán
𩩴	yán
訁	yán
顏	yán
𤢋	yán
𢉘	yán
𣡶	yán
颜	yán
蔅	yán
㘖	yán
盐	yán
檐	yán/dān
㺂	yán/gǎn
嵒	yán/niè
䦲	yán/qiàn/chàn
䫡	yán/qiàn/qiān/jiàn
𧻃	yán/qù
埏	yán/shān
𤡥	yán/xiàn
綖	yán/xiàn
鹽	yán/yàn
𤅸	yán/yàn
蜒	yán/yàn/dàn
炎	yán/yàn/tán
研	yán/yàn/xíng
言	yán/yàn/yín
沿	yán/yàn/yǎn
顔	yán/yá
䗡	yán/yān
孍	yán/yǎn
礹	yán/yǎn
嚴	yán/yǎn
櫩	yán/yǎn
黬	yán/yǎn/jiān
閻	yán/yǎn/yàn
𧍢	yán/yǐn
𨸮	yán/yǔn
扬	yáng
阳	yáng
眻	yáng
杨	yáng
崸	yáng
羊	yáng
䬗	yáng
楊	yáng
劷	yáng
霷	yáng
𩋬	yáng
㦹	yáng
钖	yáng
㬕	yáng
𥒞	yáng
暘	yáng
𩤟	yáng
炀	yáng
垟	yáng
𤢮	yáng
鐊	yáng
飏	yáng
揚	yáng
䁑	yáng
敭	yáng
𡩶	yáng
𢽕	yáng
鰑	yáng
𡹕	yáng
阦	yáng
昜	yáng
颺	yáng
輰	yáng
鸉	yáng
徉	yáng
𢏙	yáng
𩴨	yáng
疡	yáng
𦍕	yáng
陽	yáng
𦭵	yáng
鍚	yáng
𤞢	yáng
𨋽	yáng
𥳜	yáng
𦼴	yáng
𣉚	yáng
旸	yáng
𪕫	yáng
𥬴	yáng
諹	yáng
𥂸	yáng
珜	yáng
佯	yáng
𦍹	yáng
㟅	yáng
崵	yáng/dàng
瘍	yáng/dàng
䖹	yáng/mǐ
𨒫	yáng/nì
氜	yáng/rì
禓	yáng/shāng
鴹	yáng/xiáng
羏	yáng/xiáng
洋	yáng/xiáng/yǎng
烊	yáng/yàng
鳐	yáo
峣	yáo
䋂	yáo
𠏈	yáo
謡	yáo
珧	yáo
𡝛	yáo
𤫺	yáo
𩲻	yáo
尧	yáo
𢈆	yáo
飖	yáo
摇	yáo
肴	yáo
谣	yáo
烑	yáo
餆	yáo
搖	yáo
嶢	yáo
窑	yáo
媱	yáo
嗂	yáo
𩥣	yáo
𦾺	yáo
㑸	yáo
徭	yáo
垚	yáo
暚	yáo
𧄎	yáo
遥	yáo
𢑈	yáo
䌊	yáo
𢋇	yáo
㑾	yáo
倄	yáo
尭	yáo
揺	yáo
餚	yáo
邎	yáo
